-314.466,1212.94
-131.641,-72.1009
-444.152,-524.116
-122.89,-74.6677
-667.79,-611.922
-121.108,-74.6652
-130.885,-72.658
928.516,1849.49
-137.36,-70.3016
376.389,-666.668
-1221.15,-1155.54
-119.225,-75.4918
131.157,-8.18507
-123.027,-73.8956
-1045.78,-400.373
-121.297,-74.8189
-111.333,-77.3332
-110.444,-77.3299
-109.554,-78.2248
-108.667,-78.2223
-107.778,-78.2222
-109.721,-78.3382
-117.855,-75.8353
710.505,53.7326
-117.761,-76.3411
-219.102,-196.908
-102.444,-80.0003
-101.556,-80
-100.667,-80
391.412,-487.353
16.0162,-394.611
-587.946,204.723
-101.838,-79.5281
-196.428,167.298
340.735,-24.477
-800.421,-858.155
257.316,164.386
-110.857,-77.5972
-106.886,-78.387
-90.8892,-83.5553
-113.015,-77.2065
-519.177,197.755
-88.2219,-83.5553
171.012,-251.008
-86.4442,-84.4436
-792.105,20.8232
-325.953,-482.616
530.623,474.348
612.251,590.498
-81.9976,-85.3344
-81.1082,-86.2203
-8.33415,271.203
-80.0334,-86.024
-78.4446,-86.222
-1069.33,581.979
-79.4176,-86.3436
-7.27008,-294.073
-2075.08,-2130.44
-306.625,3.40136
-73.1112,-87.1111
-78.6671,-86.1342
-79.6137,-85.5379
-287.419,-133.087
-69.5558,-88.8891
447.895,2.11772
111.286,-294.511
-68.2589,-89.3924
-181.89,453.507
-260.101,181.133
878.837,789.553
-309.466,254.085
-62.4453,-90.6663
-866.601,-187.464
513.681,252.724
291.915,-514.691
-342.195,-767.147
-316.202,-406.317
-57.1143,-92.4463
112.277,-512.983
-55.3331,-92.4443
272.755,240.209
-452.561,-75.2859
-1408.91,631.425
-51.7765,-93.3321
-1232.09,1719.91
-411.46,-158.592
-48.2219,-94.2223
-47.4972,-94.1544
-84.4648,-14.8279
-1346.03,-1691.19
582.614,-369.95
-43.7775,-95.9998
-42.8905,-96.0012
-42.3173,-95.8395
-1253.35,-967.665
-40.2198,-96.8855
-4796.71,1754.58
-230.5,-234.373
-37.5566,-96.8882
126.022,-110.001
556.796,519.409
-34.8896,-97.7782
-138.519,105.311
-1610.69,2495.71
495.228,-78.3249
-31.3341,-98.6695
-30.4436,-99.5556
-4044.75,7680.5
-28.6666,-99.5556
140.215,-84.6512
-251.745,-303.324
-25.998,-100.444
-20.6747,-101.332
343.863,-535.467
196.294,-13.4723
201.129,-482.472
1112.47,799.968
-20.6658,-102.222
-114.396,-681.855
-18.8885,-102.222
-18,-102.222
-105.326,30.9618
-16.2227,-103.111
267.527,144.524
-14.4442,-104
-13.5558,-104
-10.7918,-104.453
-426.96,243.095
133.596,253.774
-689.458,-238.815
-3.47682,-106.255
140.773,213.001
140.335,-800.77
-163.526,1539.38
-575.191,200.653
-4.66625,-105.778
-3.7777,-106.667
-1037.4,-647.266
-435.217,-253.106
-265.526,-25.9494
-0.194161,-107.562
0.666968,-107.556
699.825,396.448
7.25717,-108.706
3.49511,-108.487
1025.23,-328.949
-47.6737,176.577
-419.8,-635.538
-182.398,-455.214
13.1333,-110.672
-2585.08,2674.96
-250.336,-161.637
24.9011,-113.902
196.845,-128.91
-121.293,-834.372
222.618,-531.814
161.15,-711.338
-1551,2310.74
1615.55,618.114
502.247,-741.215
17.5553,-111.999
18.4438,-112
-90.0258,-285.055
188.209,-546.495
22.8432,-113.328
22.0004,-112.889
22.8879,-113.777
30.7708,-115.576
24.6675,-113.778
25.5566,-114.662
580.92,-234.433
29.3269,-115.177
28.2228,-114.666
-6436.09,-8171.16
29.9996,-115.556
30.8927,-115.564
-85.515,-302.977
34.6728,-116.972
33.5555,-116.444
56.1302,-121.998
-1405.84,2049.21
36.2224,-117.333
2313.1,-492.524
56.6821,-122.113
38.8879,-117.335
52.6326,-120.547
-3186.28,-695.622
41.5551,-118.223
42.4432,-118.225
-425.062,378.456
37.3796,134.857
-64.1613,42.4367
148.02,-203.995
-36.2547,-204.912
48.6672,-120.892
49.5558,-120.889
80.4131,-128.681
51.3345,-120.889
-2581.81,-1945.15
-12762.3,-20656.7
526.016,15.6074
52.2222,-121.778
51.3334,-121.778
50.4447,-121.778
49.556,-121.778
48.6673,-121.778
47.7778,-121.778
459.644,-611.103
672.662,462.144
44.2234,-121.78
267.05,-234.773
53.1436,-327.547
-294.354,-318.908
-212.838,-91.8858
569.014,68.3625
750.52,-1113.36
242.953,821.435
36.222,-120.889
-2498.57,-3226.58
34.4442,-120.889
33.557,-120.888
32.6672,-120.889
-2403.74,-3319
476.427,-570.963
346.769,63.0147
240.496,-339.391
28.2221,-120
493.862,776.538
913.567,-708.255
25.5552,-120
439.882,-452.138
25.2904,-120.54
22.8897,-120
-2231.52,1492.05
-106.56,-151.824
306.455,-219.657
39.0911,-128.063
17.5559,-120
16.6681,-119.109
-1258.12,-350.52
14.8886,-119.111
13.9999,-119.111
-225.787,-434.109
24.5865,-124.321
11.3335,-119.111
11.8715,-119.734
8181.09,-6966.56
8.6669,-119.111
422.209,-410.085
-283.111,-527.731
5.99946,-119.111
5.11112,-119.111
4.2227,-119.111
1822.29,814.174
-97.1901,347.763
-16.152,97.5796
5.75506,-121.887
482.91,23.4188
-1.11142,-119.111
-424.52,-327.469
-2.88885,-119.111
0.432279,-121.701
-274.919,-59.7229
-1462.55,-2114.85
782.865,-2124.26
-7.33334,-118.222
-8.22275,-118.222
4014.77,2658.91
-129.326,-429.093
-529.33,-37.6559
-11.7773,-118.222
427.076,-2.91466
-7.07894,-123.542
-14.4441,-118.222
-15.3337,-118.222
-16.2224,-118.222
967.599,1981.48
-101.923,-233.524
-108.808,-336.332
-16.9585,-120.286
-315.102,-397.542
-257.042,145.26
-22.4434,-117.333
575.695,-1355.46
-24.2232,-117.336
-25.1102,-117.333
-26.0007,-117.334
-26.8887,-117.333
-25.0647,-121.193
-27.2261,-119.194
-29.5532,-116.443
-298.309,-662.043
-1318.25,1183.19
-32.2216,-116.444
-33.1113,-116.445
-32.3382,-207.007
-34.8875,-116.445
-35.5089,-118.32
-632.895,-290.801
176.364,268.221
-38.444,-116.444
431.523,-637.718
-40.2231,-115.556
568.758,737.441
2015.35,2205.85
-42.8885,-115.557
-44.6659,-115.555
1081.08,1365.49
-47.3912,-117.662
3304.08,4396.64
-48.3474,-115.783
311.414,-210.754
-252.752,147.98
-31061.6,-14486.9
-639.269,-232.538
1177.85,-1215.34
24.0806,-517.383
-54.4409,-115.551
408.219,298.185
-836.768,-648.13
-444.061,-210.429
-215.772,-56.8187
-245.453,-1243.08
-66.6344,-121.269
-217.807,-626.972
-68.9998,-121.282
479.371,-214.102
-63.3333,-114.668
1679.15,-970.14
-223.211,124.557
-66.8932,-114.671
-73.0169,-117.683
-1125.07,588.534
149.335,494.47
-70.4445,-114.667
-71.3337,-114.667
317.458,102.502
-33.2537,128.484
-74.0004,-114.667
18.0341,-659.476
-1159.99,201.694
-286.603,360.05
-423.728,-16.6871
-8344.79,-10976
-80.7332,-113.406
-1113.28,-705.134
-81.1108,-112
230.73,-404.226
-92.2733,-113.927
-83.7779,-110.222
484.851,-939.88
-100.5,-112.999
-86.4444,-108.445
-96.4856,-109.386
-88.2214,-106.662
-89.7032,-106.77
-90.001,-105.778
-99.4715,-107.085
-97.5714,-105.661
-1507.08,-518.295
-94.16,-103.17
-148.742,153.509
-6621.63,-7464.08
-522.621,330.988
-97.1115,-101.333
-117.154,-101.302
993.321,-389.881
-98.8892,-98.6669
217.338,444.187
439.588,-80.2008
-108.154,-96.796
-934.17,2467.05
-110.952,-95.789
